cohort_date,1,2,3,4,5,6,7,8,9,10,11,12,13
2010-12-01,100.00000000000000000000,36.61016949152542372900,32.31638418079096045200,38.41807909604519774000,36.27118644067796610200,39.77401129943502824900,36.27118644067796610200,34.91525423728813559300,35.36723163841807909600,39.54802259887005649700,37.40112994350282485900,50.28248587570621468900,26.55367231638418079100
2011-01-01,100.00000000000000000000,22.06235011990407673900,26.61870503597122302200,23.02158273381294964000,32.13429256594724220600,28.77697841726618705000,24.70023980815347721800,24.22062350119904076700,29.97601918465227817700,32.61390887290167865700,36.45083932853717026400,11.75059952038369304600,0.00000000000000000000
2011-02-01,100.00000000000000000000,18.68421052631578947400,18.68421052631578947400,28.42105263157894736800,27.10526315789473684200,24.73684210526315789500,25.26315789473684210500,27.89473684210526315800,24.73684210526315789500,30.52631578947368421100,6.84210526315789473700,0.00000000000000000000,0.00000000000000000000
2011-03-01,100.00000000000000000000,15.04424778761061946900,25.22123893805309734500,19.91150442477876106200,22.34513274336283185800,16.81415929203539823000,26.76991150442477876100,23.00884955752212389400,27.87610619469026548700,8.62831858407079646000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-04-01,100.00000000000000000000,21.33333333333333333300,20.33333333333333333300,21.00000000000000000000,19.66666666666666666700,22.66666666666666666700,21.66666666666666666700,26.00000000000000000000,7.33333333333333333300,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-05-01,100.00000000000000000000,19.01408450704225352100,17.25352112676056338000,17.25352112676056338000,20.77464788732394366200,23.23943661971830985900,26.40845070422535211300,9.50704225352112676100,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-06-01,100.00000000000000000000,17.35537190082644628100,15.70247933884297520700,26.44628099173553719000,23.14049586776859504100,33.47107438016528925600,9.50413223140495867800,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-07-01,100.00000000000000000000,18.08510638297872340400,20.74468085106382978700,22.34042553191489361700,27.12765957446808510600,11.17021276595744680900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-08-01,100.00000000000000000000,20.71005917159763313600,24.85207100591715976300,24.26035502958579881700,12.42603550295857988200,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-09-01,100.00000000000000000000,23.41137123745819398000,30.10033444816053511700,11.37123745819397993300,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-10-01,100.00000000000000000000,24.02234636871508379900,11.45251396648044692700,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-11-01,100.00000000000000000000,11.14551083591331269300,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2011-12-01,100.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
